이름,제조회사,모델명,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지
현대 엑센트(신형),현대,엑센트,630,1591,2012,다크그레이색,65382,자동,휘발유,소형차,0,전륜,0,0,국산차
벤츠 뉴E클래스,벤츠,E클래스,1340,0,2014,회색,209000,자동,경유,중형차,0,후륜,0,0,외제차
현대 LF쏘나타,현대,쏘나타,820,1685,2016,검정색,175888,자동,경유,중형차,0,전륜,0,0,국산차
현대 그랜저HG,현대,그랜저,690,2359,2011,검정색,144173,자동,휘발유,대형차,0,전륜,0,0,국산차
현대 YF쏘나타,현대,쏘나타,470,1999,2011,은색,132240,자동,휘발유,중형차,0,전륜,0,0,국산차
현대 싼타페DM,현대,싼타페,1060,1995,2013,흰색,182284,자동,경유,SUV,0,전륜,0,0,국산차
쌍용 티볼리아머,쌍용,티볼리,1280,1597,2018,흰색,94802,자동,경유,SUV,0,후륜,0,0,국산차
렉서스 IS,렉서스,IS,620,2500,2006,은색,114348,자동,휘발유,준중형차,0,후륜,0,0,외제차
볼보 V90,볼보,V90,4400,1969,2017,흰색,50884,자동,경유,대형차,0,4륜,0,0,외제차
기아 셀토스,기아,셀토스,2380,1591,2020,검정색,20375,자동,휘발유,SUV,0,전륜,0,0,국산차
BMW 3시리즈(F30),BMW,3시리즈,1770,1995,2013,청색,157913,자동,경유,준중형차,0,후륜,1,0,외제차
BMW 3시리즈(F30),BMW,3시리즈,1600,1995,2015,쥐색,78582,자동,경유,준중형차,0,후륜,1,0,외제차
재규어 XF(1세대),재규어,XF,1350,2200,2013,흰색,75738,자동,경유,중형차,0,후륜,0,0,외제차
쌍용 렉스턴스포츠,쌍용,렉스턴,2350,2157,2018,쥐색,50887,자동,경유,SUV,0,후륜,0,0,국산차
기아 올뉴모닝,기아,모닝,590,998,2015,진주색,84698,자동,휘발유,경차,0,전륜,0,0,국산차
아우디 NEW A4,아우디,A4,300,2000,2007,흰색,73652,자동,휘발유,준중형차,0,전륜,0,0,외제차
기아 올뉴K7,기아,K7,1750,3342,2016,검정색,128551,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 K5 2세대,기아,K5,1590,1999,2017,검정색,62863,자동,휘발유,중형차,0,후륜,0,0,국산차
기아 더뉴쏘렌토,기아,쏘렌토,2060,1995,2020,다크그레이색,128738,자동,경유,SUV,0,후륜,0,0,국산차
쌍용 코란도C,쌍용,코란도,460,1998,2012,흰색,143934,자동,경유,SUV,0,후륜,1,0,국산차
아우디 NEW A4,아우디,A4,1080,1968,2016,검정색,73453,자동,경유,준중형차,0,전륜,1,0,외제차
현대 그랜저HG,현대,그랜저,840,2999,2014,검정색,164829,자동,휘발유,대형차,0,전륜,1,0,국산차
쉐보레/대우 더넥스트스파크,쉐보레,스파크,770,999,2018,흰색,31802,자동,휘발유,경차,0,전륜,0,0,국산차
르노삼성 뉴SM3(2세대),르노삼성,SM3,420,1596,2011,흰색,86978,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 카니발R,기아,카니발,790,2199,2013,흰색,186075,자동,경유,RV,0,후륜,0,0,국산차
쌍용 코란도스포츠,쌍용,코란도,1180,1998,2014,쥐색,103349,자동,경유,SUV,0,후륜,0,0,국산차
르노삼성 SM5뉴임프레션,르노삼성,SM5,210,1998,2008,은색,101887,자동,휘발유,중형차,0,전륜,0,0,국산차
쉐보레/대우 스파크,쉐보레,스파크,310,995,2014,흰색,113975,자동,LPG,경차,0,전륜,1,0,국산차
르노삼성 SM3뉴제너레이션(1세대),르노삼성,레이,250,1596,2010,은색,126641,자동,휘발유,SUV,0,전륜,1,0,국산차
기아 뉴모닝,기아,모닝,260,999,2009,은색투톤,44760,자동,휘발유,경차,0,전륜,0,0,국산차
쉐보레/대우 마티즈크리에이티브,쉐보레,마티즈,260,995,2010,하늘색,65684,자동,휘발유,경차,0,전륜,0,0,국산차
기아 쏘울,기아,쏘울,490,1591,2011,진주색,141916,자동,휘발유,준중형차,0,후륜,0,0,국산차
르노삼성 뉴SM3(2세대),르노삼성,SM3,200,1596,2010,흰색,187929,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 더뉴모닝,기아,모닝,710,998,2016,흰색,64717,자동,휘발유,경차,0,전륜,0,0,국산차
쌍용 더뉴렉스턴스포츠 칸,쌍용,렉스턴,3290,2157,2021,다크블루색,4541,자동,경유,SUV,0,후륜,0,0,국산차
현대 아반떼AD,현대,아반떼,1140,1582,2016,흰색,119063,자동,경유,준중형차,0,전륜,0,0,국산차
쌍용 티볼리,쌍용,티볼리,1050,1597,2016,빨강색,97441,자동,경유,SUV,0,후륜,0,0,국산차
현대 더뉴그랜드스타렉스,현대,스타렉스,2240,2497,2018,검정색,97488,자동,경유,승합차,0,후륜,0,0,국산차
현대 더뉴아반떼AD,현대,아반떼,1750,1591,2019,흰색,71062,자동,휘발유,준중형차,0,전륜,0,0,국산차
현대 그랜저HG,현대,그랜저,1240,2359,2016,흰색,176508,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 K9(1세대),기아,K9,1380,3342,2013,검정색,161458,자동,휘발유,대형차,0,후륜,0,0,국산차
현대 포터2,현대,포터,750,2497,2013,청색,187141,수동,경유,화물차,0,후륜,0,0,국산차
현대 올뉴투싼(TL),현대,투싼,1520,1685,2016,청색,85912,자동,경유,SUV,0,전륜,0,0,국산차
쉐보레/대우 올뉴말리부,쉐보레,말리부,1270,1490,2017,청색,78334,자동,휘발유,중형차,0,전륜,0,0,국산차
기아 더뉴K9(1세대),기아,K9,2280,5038,2015,검정색,207890,자동,휘발유,대형차,0,후륜,0,0,국산차
현대 싼타페DM,현대,싼타페,1170,1995,2013,검정색,145049,자동,경유,SUV,0,전륜,0,0,국산차
쌍용 코란도스포츠,쌍용,코란도,650,1998,2012,다크그레이색,216891,자동,경유,SUV,0,후륜,0,0,국산차
렉서스 IS,렉서스,IS,560,2500,2006,은색,93689,자동,휘발유,준중형차,0,후륜,1,0,외제차
기아 쏘울,기아,쏘울,630,1591,2009,흰색,46852,자동,휘발유,준중형차,0,후륜,0,0,국산차
현대 더뉴그랜드스타렉스,현대,스타렉스,1750,2497,2018,회색,70078,자동,경유,승합차,0,후륜,1,0,국산차
쌍용 렉스턴스포츠,쌍용,렉스턴,2280,2157,2019,브라운색,15922,자동,경유,SUV,0,후륜,0,0,국산차
현대 그랜드스타렉스,현대,스타렉스,890,0,2015,은색,180266,자동,경유,승합차,0,후륜,1,0,국산차
현대 YF쏘나타,현대,쏘나타,460,1998,2011,흰색,150153,자동,휘발유,중형차,0,전륜,1,0,국산차
기아 뉴모닝,기아,모닝,270,999,2010,은색,49790,자동,휘발유,경차,0,전륜,1,0,국산차
현대 그랜드스타렉스,현대,스타렉스,590,0,2008,은색,119126,자동,경유,승합차,0,후륜,0,0,국산차
현대 그랜저HG,현대,그랜저,930,2999,2013,검정색,152607,자동,휘발유,대형차,0,전륜,0,0,국산차
BMW 3시리즈(F30),BMW,3시리즈,1230,1995,1999,0색,111845,자동,휘발유,준중형차,0,후륜,0,0,외제차
현대 올뉴투싼(TL),현대,투싼,2440,1598,2020,흰색,18085,자동,경유,SUV,0,전륜,0,0,국산차
르노삼성 QM3,르노삼성,QM3,1170,1461,2015,진주색,40218,자동,경유,SUV,0,전륜,0,0,국산차
기아 포르테,기아,포르테,520,0,2009,흰색,87297,자동,휘발유,준중형차,0,전륜,0,0,국산차
BMW 3시리즈(F30),BMW,3시리즈,1260,1995,2012,은색,107291,자동,경유,준중형차,0,후륜,0,0,외제차
기아 쏘렌토R,기아,쏘렌토,780,1995,2012,은색,153943,자동,경유,SUV,0,후륜,0,0,국산차
기아 쏘울,기아,쏘울,400,1591,2010,흰색,142288,자동,휘발유,준중형차,0,후륜,1,0,국산차
기아 올뉴카니발,기아,카니발,2750,2199,2015,검정색,71861,자동,경유,RV,0,후륜,0,0,국산차
쌍용 코란도투리스모,쌍용,코란도,650,1998,2014,검정색,220969,자동,경유,SUV,0,후륜,0,0,국산차
기아 올뉴K3,기아,K3,1100,1598,2019,흰색,115332,자동,휘발유,준중형차,0,전륜,1,0,국산차
현대 더뉴그랜저IG,현대,그랜저,2750,2497,2020,검정색,34835,자동,휘발유,대형차,0,전륜,1,0,국산차
아우디 뉴A6,아우디,A6,2160,2967,2016,흰색,143392,자동,경유,중형차,0,후륜,0,0,외제차
현대 아반떼AD,현대,아반떼,1160,1591,2018,흰색,86918,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 올뉴K7,기아,K7,2290,2999,2018,다크그레이색,56285,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 올뉴K7,기아,K7,2250,2199,2016,검정색,37737,자동,경유,대형차,0,전륜,0,0,국산차
기아 더뉴K5,기아,K5,1130,1999,2014,흰색,97871,자동,휘발유,중형차,0,후륜,0,0,국산차
현대 LF쏘나타 하이브리드,현대,쏘나타,1090,1999,2017,흰색,169750,자동,하이브리드,중형차,0,전륜,1,0,국산차
현대 포터2,현대,포터,920,2497,2016,흰색,305140,자동,경유,화물차,0,후륜,1,0,국산차
지프 컴패스(1세대),지프,컴패스,590,2360,2011,검정색,190000,자동,휘발유,SUV,0,4륜,0,0,외제차
현대 아반떼MD,현대,아반떼,490,1591,2013,다크블루색,180000,자동,휘발유,준중형차,0,전륜,1,0,국산차
현대 투싼ix(LM),현대,투싼,590,1995,2011,다크블루색,170000,자동,경유,SUV,0,전륜,0,0,국산차
현대 투싼ix(LM),현대,투싼,600,1995,2011,회색,185358,자동,경유,SUV,0,전륜,0,0,국산차
현대 그랜드스타렉스,현대,스타렉스,1549,2497,2017,은색,161006,자동,경유,승합차,0,후륜,0,0,국산차
르노삼성 뉴SM3(2세대),르노삼성,SM3,520,1596,2014,은색,65558,자동,휘발유,준중형차,0,전륜,0,0,국산차
현대 포터2,현대,포터,750,2497,2013,청색,187141,수동,경유,화물차,0,후륜,0,0,국산차
현대 올뉴투싼(TL),현대,투싼,1520,1685,2016,청색,85912,자동,경유,SUV,0,전륜,0,0,국산차
쉐보레/대우 올뉴말리부,쉐보레,말리부,1270,1490,2017,청색,78334,자동,휘발유,중형차,0,전륜,0,0,국산차
기아 더뉴K9(1세대),기아,K9,2280,5038,2015,검정색,207890,자동,휘발유,대형차,0,후륜,0,0,국산차
현대 싼타페DM,현대,싼타페,1170,1995,2013,검정색,145049,자동,경유,SUV,0,전륜,0,0,국산차
쌍용 코란도스포츠,쌍용,코란도,650,1998,2012,다크그레이색,216891,자동,경유,SUV,0,후륜,0,0,국산차
렉서스 IS,렉서스,IS,560,2500,2006,은색,93689,자동,휘발유,준중형차,0,후륜,1,0,외제차
기아 쏘울,기아,쏘울,630,1591,2009,흰색,46852,자동,휘발유,준중형차,0,후륜,0,0,국산차
현대 더뉴그랜드스타렉스,현대,스타렉스,1750,2497,2018,회색,70078,자동,경유,승합차,0,후륜,1,0,국산차
쌍용 렉스턴스포츠,쌍용,렉스턴,2280,2157,2019,브라운색,15922,자동,경유,SUV,0,후륜,0,0,국산차
현대 그랜드스타렉스,현대,스타렉스,890,0,2015,은색,180266,자동,경유,승합차,0,후륜,1,0,국산차
현대 YF쏘나타,현대,쏘나타,460,1998,2011,흰색,150153,자동,휘발유,중형차,0,전륜,1,0,국산차
기아 뉴모닝,기아,모닝,270,999,2010,은색,49790,자동,휘발유,경차,0,전륜,1,0,국산차
현대 그랜드스타렉스,현대,스타렉스,590,0,2008,은색,119126,자동,경유,승합차,0,후륜,0,0,국산차
현대 그랜저HG,현대,그랜저,930,2999,2013,검정색,152607,자동,휘발유,대형차,0,전륜,0,0,국산차
BMW 3시리즈(F30),BMW,3시리즈,1230,1995,1999,0색,111845,자동,휘발유,준중형차,0,후륜,0,0,외제차
현대 올뉴투싼(TL),현대,투싼,2440,1598,2020,흰색,18085,자동,경유,SUV,0,전륜,0,0,국산차
르노삼성 QM3,르노삼성,QM3,1170,1461,2015,진주색,40218,자동,경유,SUV,0,전륜,0,0,국산차
기아 포르테,기아,포르테,520,0,2009,흰색,87297,자동,휘발유,준중형차,0,전륜,0,0,국산차
BMW 3시리즈(F30),BMW,3시리즈,1260,1995,2012,은색,107291,자동,경유,준중형차,0,후륜,0,0,외제차
기아 쏘렌토R,기아,쏘렌토,780,1995,2012,은색,153943,자동,경유,SUV,0,후륜,0,0,국산차
기아 쏘울,기아,쏘울,400,1591,2010,흰색,142288,자동,휘발유,준중형차,0,후륜,1,0,국산차
기아 올뉴카니발,기아,카니발,2750,2199,2015,검정색,71861,자동,경유,RV,0,후륜,0,0,국산차
쌍용 코란도투리스모,쌍용,코란도,650,1998,2014,검정색,220969,자동,경유,SUV,0,후륜,0,0,국산차
기아 올뉴K3,기아,K3,1100,1598,2019,흰색,115332,자동,휘발유,준중형차,0,전륜,1,0,국산차
현대 더뉴그랜저IG,현대,그랜저,2750,2497,2020,검정색,34835,자동,휘발유,대형차,0,전륜,1,0,국산차
아우디 뉴A6,아우디,A6,2160,2967,2016,흰색,143392,자동,경유,중형차,0,후륜,0,0,외제차
현대 아반떼AD,현대,아반떼,1160,1591,2018,흰색,86918,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 올뉴K7,기아,K7,2290,2999,2018,다크그레이색,56285,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 올뉴K7,기아,K7,2250,2199,2016,검정색,37737,자동,경유,대형차,0,전륜,0,0,국산차
기아 더뉴K5,기아,K5,1130,1999,2014,흰색,97871,자동,휘발유,중형차,0,후륜,0,0,국산차
현대 LF쏘나타 하이브리드,현대,쏘나타,1090,1999,2017,흰색,169750,자동,하이브리드,중형차,0,전륜,1,0,국산차
현대 포터2,현대,포터,920,2497,2016,흰색,305140,자동,경유,화물차,0,후륜,1,0,국산차
지프 컴패스(1세대),지프,컴패스,590,2360,2011,검정색,190000,자동,휘발유,SUV,0,4륜,0,0,외제차
현대 아반떼MD,현대,아반떼,490,1591,2013,다크블루색,180000,자동,휘발유,준중형차,0,전륜,1,0,국산차
현대 투싼ix(LM),현대,투싼,590,1995,2011,다크블루색,170000,자동,경유,SUV,0,전륜,0,0,국산차
현대 투싼ix(LM),현대,투싼,600,1995,2011,회색,185358,자동,경유,SUV,0,전륜,0,0,국산차
기아 뉴모닝,기아,모닝,210,999,2010,쥐색,118000,자동,휘발유,경차,0,전륜,0,0,국산차
현대 그랜저HG,현대,그랜저,829,2999,2013,검정색,164982,자동,LPG,대형차,0,전륜,0,0,국산차
쉐보레 익스프레스밴,쉐보레,익스프레스밴,980,5328,2006,청색,128000,자동,LPG,0,0,전륜,0,0,국산차
쉐보레/대우 크루즈,쉐보레,크루즈,350,1998,2012,회색,150655,자동,경유,준중형차,0,후륜,0,0,국산차
미니 미니3도어(2세대),미니,미니3도어,450,1598,2007,초록색,130000,자동,휘발유,0,0,후륜,0,0,외제차
현대 뉴투싼ix(LM),현대,투싼,890,1995,2014,회색,186569,자동,경유,SUV,0,전륜,0,0,국산차
현대 아반떼MD,현대,아반떼,600,1591,2011,흰색,55053,자동,휘발유,준중형차,0,전륜,0,0,국산차
포드 몬데오(4세대),포드,몬데오,700,0,2015,회색,201355,자동,경유,0,0,후륜,0,0,외제차
쌍용 렉스턴W,쌍용,렉스턴,710,1998,2013,검정색,181121,자동,경유,SUV,0,후륜,0,0,국산차
기아 스포티지R,기아,스포티지,510,1995,2011,흰색,132006,자동,경유,SUV,0,전륜,1,0,국산차
기아 카니발R,기아,카니발,420,2199,2010,검정색,247104,자동,경유,RV,0,후륜,0,0,국산차
벤츠 S클래스(기타),벤츠,S클래스,1480,0,2011,검정색,163441,자동,휘발유,대형차,0,후륜,0,0,외제차
BMW 5시리즈(E60),BMW,5시리즈,690,2996,2010,은색,123000,자동,휘발유,중형차,0,후륜,0,0,외제차
기아 올뉴모닝(JA),기아,모닝,570,998,2018,흰색,76237,자동,휘발유,경차,0,전륜,0,0,국산차
기아 로체,기아,로체,320,1798,2008,0색,32381,자동,LPG,중형차,0,전륜,0,0,국산차
쉐보레/대우 스파크,쉐보레,스파크,370,995,2012,흰색,145000,자동,휘발유,경차,0,전륜,1,0,국산차
현대 에쿠스(신형),현대,에쿠스,1090,3778,2014,검정색,230531,자동,LPG,대형차,0,후륜,1,0,국산차
벤츠 뉴E클래스,벤츠,E클래스,1000,1470,2010,은색,73797,자동,휘발유,중형차,0,후륜,0,0,외제차
현대 그랜저HG,현대,그랜저,950,2359,2015,검정색,161055,자동,휘발유,대형차,0,전륜,0,0,국산차
BMW 5시리즈(F10),BMW,5시리즈,1010,2497,2010,검정색,163423,자동,휘발유,중형차,0,후륜,0,0,외제차
쌍용 뉴스타일코란도C,쌍용,코란도,920,2157,2017,쥐색,176148,자동,경유,SUV,0,후륜,0,0,국산차
기아 K3,기아,K3,690,1582,2014,흰색,179918,자동,경유,준중형차,0,전륜,0,0,국산차
폭스바겐 뉴CC,폭스바겐,CC,1050,1968,2013,0색,115670,자동,경유,중형차,0,전륜,0,0,외제차
벤츠 M클래스(W163/164),벤츠,M,3290,2987,2015,흰색,117296,자동,경유,0,0,후륜,0,0,외제차
아우디 뉴A6,아우디,A6,1990,1968,2016,청옥색,140148,자동,경유,중형차,0,후륜,0,0,외제차
르노삼성 QM6,르노삼성,QM6,1630,1995,2017,흰색,69667,자동,경유,SUV,0,전륜,0,0,국산차
르노삼성 SM3네오(2세대),르노삼성,SM3,550,1596,2015,흰색,89183,자동,휘발유,준중형차,0,전륜,0,0,국산차
현대 포터2,현대,포터,1810,2476,2018,흰색,86317,수동,경유,화물차,0,후륜,0,0,국산차
르노삼성 QM6,르노삼성,QM6,1660,1995,2017,검정색,69901,자동,경유,SUV,0,전륜,0,0,국산차
지프 컴패스(2세대),지프,컴패스,2250,2360,2018,검정색,35912,자동,휘발유,SUV,0,4륜,0,0,외제차
현대 그랜저HG,현대,그랜저,480,2359,2012,검정색,334946,자동,휘발유,대형차,0,전륜,0,0,국산차
현대 그랜저IG,현대,그랜저,1850,2999,2019,검정색,110070,자동,LPG,대형차,0,전륜,0,0,국산차
벤츠 GLA클래스,벤츠,A클래스,1770,2143,2015,검정색,111945,자동,경유,소형차,0,후륜,1,0,외제차
현대 그랜저HG,현대,그랜저,660,2999,2012,검정색,214959,자동,휘발유,대형차,0,전륜,0,0,국산차
현대 아반떼MD,현대,아반떼,640,1591,2011,검정색,156010,자동,휘발유,준중형차,0,전륜,1,0,국산차
현대 LF쏘나타,현대,쏘나타,699,1999,2015,검정색,211982,자동,휘발유,중형차,0,전륜,0,0,국산차
제네시스 G80(1세대),제네시스,제네시스,2640,3342,2017,쥐색,49493,자동,휘발유,대형차,0,후륜,0,0,국산차
현대 제네시스DH,현대,제네시스,1680,3342,2016,은색,171571,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 봉고3,기아,봉고,870,2902,2014,청색,144778,수동,경유,화물차,0,후륜,0,0,국산차
현대 포터2,현대,포터,890,2497,2015,파랑색,223223,수동,경유,화물차,0,후륜,0,0,국산차
쉐보레/대우 올란도,쉐보레,올란도,680,1998,2013,은색,85217,자동,경유,RV,0,전륜,0,0,국산차
쉐보레/대우 라세티프리미어,쉐보레,라세티,490,1796,2011,흰색,44253,자동,휘발유,0,0,전륜,0,0,국산차
쉐보레/대우 크루즈,쉐보레,크루즈,360,1796,2012,회색,151200,자동,휘발유,준중형차,0,후륜,0,0,국산차
기아 더뉴카니발,기아,카니발,2820,2199,2019,흰색,83909,자동,경유,RV,0,후륜,0,0,국산차
쉐보레/대우 크루즈,쉐보레,크루즈,450,1998,2012,쥐색,125736,자동,경유,준중형차,0,후륜,0,0,국산차
